"Scaffold.ID","Scaffold.Name","Genome.ID","Genome","Gene.Count","Sequence.Length.bp","GC.Content"
640972961,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003164",640963011,"Beggiatoa sp. PS",1,631,0.37
640972962,"Beggiatoa sp. PS contig21374: NZ_ABBZ01003165",640963011,"Beggiatoa sp. PS",0,630,0.34
640972963,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003166",640963011,"Beggiatoa sp. PS",1,629,0.36
640972964,"Beggiatoa sp. PS contig13535: NZ_ABBZ01003167",640963011,"Beggiatoa sp. PS",0,629,0.36
640972965,"Beggiatoa sp. PS contig11591: NZ_ABBZ01003168",640963011,"Beggiatoa sp. PS",0,629,0.39
640972966,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003169",640963011,"Beggiatoa sp. PS",2,628,0.4
640972967,"Beggiatoa sp. PS contig21947: NZ_ABBZ01003170",640963011,"Beggiatoa sp. PS",0,628,0.45
640972968,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003171",640963011,"Beggiatoa sp. PS",1,628,0.41
640972969,"Beggiatoa sp. PS contig00263: NZ_ABBZ01003172",640963011,"Beggiatoa sp. PS",0,628,0.36
640972970,"Beggiatoa sp. PS contig22041: NZ_ABBZ01003173",640963011,"Beggiatoa sp. PS",0,627,0.44
640972971,"Beggiatoa sp. PS contig21486: NZ_ABBZ01003174",640963011,"Beggiatoa sp. PS",0,626,0.29
640972972,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003175",640963011,"Beggiatoa sp. PS",1,625,0.34
640972973,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003176",640963011,"Beggiatoa sp. PS",1,625,0.36
640972974,"Beggiatoa sp. PS contig00910: NZ_ABBZ01003177",640963011,"Beggiatoa sp. PS",0,625,0.39
640972975,"Beggiatoa sp. PS contig24356: NZ_ABBZ01003178",640963011,"Beggiatoa sp. PS",0,624,0.42
640972976,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003179",640963011,"Beggiatoa sp. PS",2,623,0.37
640972977,"Beggiatoa sp. PS contig24433: NZ_ABBZ01003180",640963011,"Beggiatoa sp. PS",0,622,0.38
640972978,"Beggiatoa sp. PS contig23390: NZ_ABBZ01003181",640963011,"Beggiatoa sp. PS",0,622,0.44
640972979,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003182",640963011,"Beggiatoa sp. PS",1,622,0.43
640972980,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003183",640963011,"Beggiatoa sp. PS",1,622,0.43
640972981,"Beggiatoa sp. PS contig21056: NZ_ABBZ01003184",640963011,"Beggiatoa sp. PS",0,621,0.42
640972982,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003185",640963011,"Beggiatoa sp. PS",1,620,0.38
640972983,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003186",640963011,"Beggiatoa sp. PS",1,620,0.4
640972984,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003187",640963011,"Beggiatoa sp. PS",1,620,0.36
640972985,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003188",640963011,"Beggiatoa sp. PS",1,619,0.43
640972986,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003189",640963011,"Beggiatoa sp. PS",2,619,0.31
640972987,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003190",640963011,"Beggiatoa sp. PS",1,619,0.34
640972988,"Beggiatoa sp. PS contig00569: NZ_ABBZ01003191",640963011,"Beggiatoa sp. PS",0,619,0.37
640972989,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003192",640963011,"Beggiatoa sp. PS",1,619,0.4
640972990,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003193",640963011,"Beggiatoa sp. PS",1,618,0.42
640972991,"Beggiatoa sp. PS contig22825: NZ_ABBZ01003194",640963011,"Beggiatoa sp. PS",0,617,0.39
640972992,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003195",640963011,"Beggiatoa sp. PS",1,616,0.32
640972993,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003196",640963011,"Beggiatoa sp. PS",2,616,0.38
640972994,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003197",640963011,"Beggiatoa sp. PS",3,615,0.45
640972995,"Beggiatoa sp. PS contig22780: NZ_ABBZ01003198",640963011,"Beggiatoa sp. PS",0,615,0.39
640972996,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003199",640963011,"Beggiatoa sp. PS",1,615,0.38
640972997,"Beggiatoa sp. PS contig23604: NZ_ABBZ01003200",640963011,"Beggiatoa sp. PS",0,614,0.43
640972998,"Beggiatoa sp. PS contig05680: NZ_ABBZ01003201",640963011,"Beggiatoa sp. PS",0,614,0.36
640972999,"Beggiatoa sp. PS contig24738: NZ_ABBZ01003202",640963011,"Beggiatoa sp. PS",0,613,0.4
640973000,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003203",640963011,"Beggiatoa sp. PS",1,612,0.34
640973001,"Beggiatoa sp. PS contig05025: NZ_ABBZ01003204",640963011,"Beggiatoa sp. PS",0,612,0.38
640973002,"Beggiatoa sp. PS contig05061: NZ_ABBZ01003205",640963011,"Beggiatoa sp. PS",0,611,0.33
640973003,"Beggiatoa sp. PS contig01784: NZ_ABBZ01003206",640963011,"Beggiatoa sp. PS",0,611,0.35
640973004,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003207",640963011,"Beggiatoa sp. PS",1,609,0.5
640973005,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003208",640963011,"Beggiatoa sp. PS",1,609,0.41
640973006,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003209",640963011,"Beggiatoa sp. PS",1,609,0.39
640973007,"Beggiatoa sp. PS contig09938: NZ_ABBZ01003210",640963011,"Beggiatoa sp. PS",0,609,0.33
640973008,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003211",640963011,"Beggiatoa sp. PS",1,609,0.42
640973009,"Beggiatoa sp. PS contig01809: NZ_ABBZ01003212",640963011,"Beggiatoa sp. PS",0,608,0.31
640973010,"Beggiatoa sp. PS contig12747: NZ_ABBZ01003213",640963011,"Beggiatoa sp. PS",0,607,0.42
640973011,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003214",640963011,"Beggiatoa sp. PS",1,605,0.42
640973012,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003215",640963011,"Beggiatoa sp. PS",1,605,0.36
640973013,"Beggiatoa sp. PS contig00688: NZ_ABBZ01003216",640963011,"Beggiatoa sp. PS",0,605,0.38
640973014,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003217",640963011,"Beggiatoa sp. PS",1,604,0.37
640973015,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003218",640963011,"Beggiatoa sp. PS",1,604,0.29
640973016,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003219",640963011,"Beggiatoa sp. PS",1,604,0.3
640973017,"Beggiatoa sp. PS contig10379: NZ_ABBZ01003220",640963011,"Beggiatoa sp. PS",0,603,0.29
640973018,"Beggiatoa sp. PS contig23848: NZ_ABBZ01003221",640963011,"Beggiatoa sp. PS",0,603,0.39
640973019,"Beggiatoa sp. PS contig21754: NZ_ABBZ01003222",640963011,"Beggiatoa sp. PS",0,603,0.42
640973020,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003223",640963011,"Beggiatoa sp. PS",1,603,0.35
640973021,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003224",640963011,"Beggiatoa sp. PS",1,602,0.39
640973022,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003225",640963011,"Beggiatoa sp. PS",1,602,0.26
640973023,"Beggiatoa sp. PS contig22223: NZ_ABBZ01003226",640963011,"Beggiatoa sp. PS",0,602,0.38
640973024,"Beggiatoa sp. PS contig10270: NZ_ABBZ01003227",640963011,"Beggiatoa sp. PS",0,602,0.5
640973025,"Beggiatoa sp. PS contig00518: NZ_ABBZ01003228",640963011,"Beggiatoa sp. PS",0,602,0.46
640973026,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003229",640963011,"Beggiatoa sp. PS",1,602,0.39
640973027,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003230",640963011,"Beggiatoa sp. PS",1,601,0.38
640973028,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003231",640963011,"Beggiatoa sp. PS",1,601,0.33
640973029,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003232",640963011,"Beggiatoa sp. PS",1,601,0.37
640973030,"Beggiatoa sp. PS contig22294: NZ_ABBZ01003233",640963011,"Beggiatoa sp. PS",0,600,0.38
640973031,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003234",640963011,"Beggiatoa sp. PS",1,600,0.39
640973032,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003235",640963011,"Beggiatoa sp. PS",1,600,0.41
640973033,"Beggiatoa sp. PS contig24384: NZ_ABBZ01003236",640963011,"Beggiatoa sp. PS",0,599,0.42
640973034,"Beggiatoa sp. PS contig22009: NZ_ABBZ01003237",640963011,"Beggiatoa sp. PS",0,599,0.39
640973035,"Beggiatoa sp. PS contig21338: NZ_ABBZ01003238",640963011,"Beggiatoa sp. PS",0,599,0.38
640973036,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003239",640963011,"Beggiatoa sp. PS",1,598,0.3
640973037,"Beggiatoa sp. PS contig23003: NZ_ABBZ01003240",640963011,"Beggiatoa sp. PS",0,597,0.33
640973038,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003241",640963011,"Beggiatoa sp. PS",1,597,0.32
640973039,"Beggiatoa sp. PS contig21547: NZ_ABBZ01003242",640963011,"Beggiatoa sp. PS",0,597,0.39
640973040,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003243",640963011,"Beggiatoa sp. PS",1,597,0.37
640973041,"Beggiatoa sp. PS contig25949: NZ_ABBZ01003244",640963011,"Beggiatoa sp. PS",0,596,0.27
640973042,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003245",640963011,"Beggiatoa sp. PS",1,596,0.4
640973043,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003246",640963011,"Beggiatoa sp. PS",1,596,0.32
640973044,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003247",640963011,"Beggiatoa sp. PS",1,596,0.38
640973045,"Beggiatoa sp. PS contig00129: NZ_ABBZ01003248",640963011,"Beggiatoa sp. PS",0,594,0.35
640973046,"Beggiatoa sp. PS contig25977: NZ_ABBZ01003249",640963011,"Beggiatoa sp. PS",0,594,0.4
640973047,"Beggiatoa sp. PS contig24582: NZ_ABBZ01003250",640963011,"Beggiatoa sp. PS",0,594,0.35
640973048,"Beggiatoa sp. PS contig07553: NZ_ABBZ01003251",640963011,"Beggiatoa sp. PS",0,594,0.35
640973049,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003252",640963011,"Beggiatoa sp. PS",1,593,0.38
640973050,"Beggiatoa sp. PS contig22107: NZ_ABBZ01003253",640963011,"Beggiatoa sp. PS",0,592,0.34
640973051,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003254",640963011,"Beggiatoa sp. PS",1,591,0.4
640973052,"Beggiatoa sp. PS contig20764: NZ_ABBZ01003255",640963011,"Beggiatoa sp. PS",0,591,0.34
640973053,"Beggiatoa sp. PS contig14695: NZ_ABBZ01003256",640963011,"Beggiatoa sp. PS",0,591,0.38
640973054,"Beggiatoa sp. PS contig25999: NZ_ABBZ01003257",640963011,"Beggiatoa sp. PS",0,590,0.44
640973055,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003258",640963011,"Beggiatoa sp. PS",2,589,0.34
640973056,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003259",640963011,"Beggiatoa sp. PS",1,589,0.36
640973057,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003260",640963011,"Beggiatoa sp. PS",1,589,0.4
640973058,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003261",640963011,"Beggiatoa sp. PS",1,589,0.36
640973059,"Beggiatoa sp. PS contig22717: NZ_ABBZ01003262",640963011,"Beggiatoa sp. PS",0,588,0.33
640973060,"Beggiatoa sp. PS contig23893: NZ_ABBZ01003263",640963011,"Beggiatoa sp. PS",1,588,0.49
640973061,"Beggiatoa sp. PS contig21819: NZ_ABBZ01003264",640963011,"Beggiatoa sp. PS",0,588,0.44
640973062,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003265",640963011,"Beggiatoa sp. PS",1,588,0.36
640973063,"Beggiatoa sp. PS contig03275: NZ_ABBZ01003266",640963011,"Beggiatoa sp. PS",0,587,0.45
640973064,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003267",640963011,"Beggiatoa sp. PS",1,587,0.35
640973065,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003268",640963011,"Beggiatoa sp. PS",1,587,0.39
640973066,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003269",640963011,"Beggiatoa sp. PS",1,587,0.33
640973067,"Beggiatoa sp. PS contig21382: NZ_ABBZ01003270",640963011,"Beggiatoa sp. PS",0,586,0.35
640973068,"Beggiatoa sp. PS contig22590: NZ_ABBZ01003271",640963011,"Beggiatoa sp. PS",0,585,0.41
640973069,"Beggiatoa sp. PS contig25774: NZ_ABBZ01003272",640963011,"Beggiatoa sp. PS",0,585,0.38
640973070,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003273",640963011,"Beggiatoa sp. PS",1,585,0.35
640973071,"Beggiatoa sp. PS contig22552: NZ_ABBZ01003274",640963011,"Beggiatoa sp. PS",0,585,0.4
640973072,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003275",640963011,"Beggiatoa sp. PS",1,585,0.41
640973073,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003276",640963011,"Beggiatoa sp. PS",1,584,0.34
640973074,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003277",640963011,"Beggiatoa sp. PS",1,584,0.3
640973075,"Beggiatoa sp. PS contig22873: NZ_ABBZ01003278",640963011,"Beggiatoa sp. PS",0,584,0.27
640973076,"Beggiatoa sp. PS contig21565: NZ_ABBZ01003279",640963011,"Beggiatoa sp. PS",0,583,0.48
640973077,"Beggiatoa sp. PS contig25680: NZ_ABBZ01003280",640963011,"Beggiatoa sp. PS",0,582,0.41
640973078,"Beggiatoa sp. PS contig22616: NZ_ABBZ01003281",640963011,"Beggiatoa sp. PS",0,582,0.39
640973079,"Beggiatoa sp. PS contig21548: NZ_ABBZ01003282",640963011,"Beggiatoa sp. PS",0,582,0.4
640973080,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003283",640963011,"Beggiatoa sp. PS",1,581,0.39
640973081,"Beggiatoa sp. PS contig23199: NZ_ABBZ01003284",640963011,"Beggiatoa sp. PS",0,580,0.3
640973082,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003285",640963011,"Beggiatoa sp. PS",1,580,0.4
640973083,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003286",640963011,"Beggiatoa sp. PS",1,580,0.39
640973084,"Beggiatoa sp. PS contig20722: NZ_ABBZ01003287",640963011,"Beggiatoa sp. PS",0,580,0.31
640973085,"Beggiatoa sp. PS contig03522: NZ_ABBZ01003288",640963011,"Beggiatoa sp. PS",0,580,0.55
640973086,"Beggiatoa sp. PS contig25700: NZ_ABBZ01003289",640963011,"Beggiatoa sp. PS",0,579,0.3
640973087,"Beggiatoa sp. PS contig00378: NZ_ABBZ01003290",640963011,"Beggiatoa sp. PS",0,579,0.35
640973088,"Beggiatoa sp. PS contig24870: NZ_ABBZ01003291",640963011,"Beggiatoa sp. PS",0,579,0.36
640973089,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003292",640963011,"Beggiatoa sp. PS",1,579,0.4
640973090,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003293",640963011,"Beggiatoa sp. PS",1,579,0.29
640973091,"Beggiatoa sp. PS contig00135: NZ_ABBZ01003294",640963011,"Beggiatoa sp. PS",0,579,0.4
640973092,"Beggiatoa sp. PS contig22165: NZ_ABBZ01003295",640963011,"Beggiatoa sp. PS",0,578,0.25
640973093,"Beggiatoa sp. PS contig22489: NZ_ABBZ01003296",640963011,"Beggiatoa sp. PS",0,578,0.46
640973094,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003297",640963011,"Beggiatoa sp. PS",1,577,0.37
640973095,"Beggiatoa sp. PS contig22321: NZ_ABBZ01003298",640963011,"Beggiatoa sp. PS",0,576,0.28
640973096,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003299",640963011,"Beggiatoa sp. PS",1,576,0.45
640973097,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003300",640963011,"Beggiatoa sp. PS",1,576,0.34
640973098,"Beggiatoa sp. PS contig25939: NZ_ABBZ01003301",640963011,"Beggiatoa sp. PS",0,575,0.29
640973099,"Beggiatoa sp. PS contig25524: NZ_ABBZ01003302",640963011,"Beggiatoa sp. PS",0,575,0.32
640973100,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003303",640963011,"Beggiatoa sp. PS",1,575,0.41
640973101,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003304",640963011,"Beggiatoa sp. PS",1,575,0.33
640973102,"Beggiatoa sp. PS contig10060: NZ_ABBZ01003305",640963011,"Beggiatoa sp. PS",0,574,0.31
640973103,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003306",640963011,"Beggiatoa sp. PS",1,574,0.34
640973104,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003307",640963011,"Beggiatoa sp. PS",1,574,0.3
640973105,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003308",640963011,"Beggiatoa sp. PS",1,573,0.39
640973106,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003309",640963011,"Beggiatoa sp. PS",1,573,0.45
640973107,"Beggiatoa sp. PS contig25557: NZ_ABBZ01003310",640963011,"Beggiatoa sp. PS",0,573,0.4
640973108,"Beggiatoa sp. PS contig22587: NZ_ABBZ01003311",640963011,"Beggiatoa sp. PS",0,573,0.36
640973109,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003312",640963011,"Beggiatoa sp. PS",1,571,0.29
640973110,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003313",640963011,"Beggiatoa sp. PS",2,571,0.36
640973111,"Beggiatoa sp. PS contig02670: NZ_ABBZ01003314",640963011,"Beggiatoa sp. PS",0,571,0.47
640973112,"Beggiatoa sp. PS contig21297: NZ_ABBZ01003315",640963011,"Beggiatoa sp. PS",0,570,0.41
640973113,"Beggiatoa sp. PS contig20626: NZ_ABBZ01003316",640963011,"Beggiatoa sp. PS",0,570,0.38
640973114,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003317",640963011,"Beggiatoa sp. PS",1,569,0.37
640973115,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003318",640963011,"Beggiatoa sp. PS",1,569,0.36
640973116,"Beggiatoa sp. PS contig25653: NZ_ABBZ01003319",640963011,"Beggiatoa sp. PS",0,569,0.44
640973117,"Beggiatoa sp. PS contig01942: NZ_ABBZ01003320",640963011,"Beggiatoa sp. PS",0,569,0.38
640973118,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003321",640963011,"Beggiatoa sp. PS",2,566,0.39
640973119,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003322",640963011,"Beggiatoa sp. PS",1,566,0.41
640973120,"Beggiatoa sp. PS contig22247: NZ_ABBZ01003323",640963011,"Beggiatoa sp. PS",0,566,0.36
640973121,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003324",640963011,"Beggiatoa sp. PS",1,566,0.36
640973122,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003325",640963011,"Beggiatoa sp. PS",1,565,0.31
640973123,"Beggiatoa sp. PS contig00024: NZ_ABBZ01003326",640963011,"Beggiatoa sp. PS",0,565,0.41
640973124,"Beggiatoa sp. PS contig21298: NZ_ABBZ01003327",640963011,"Beggiatoa sp. PS",0,565,0.38
640973125,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003328",640963011,"Beggiatoa sp. PS",1,565,0.37
640973126,"Beggiatoa sp. PS contig00812: NZ_ABBZ01003329",640963011,"Beggiatoa sp. PS",0,564,0.32
640973127,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003330",640963011,"Beggiatoa sp. PS",1,564,0.44
640973128,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003331",640963011,"Beggiatoa sp. PS",1,563,0.34
640973129,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003332",640963011,"Beggiatoa sp. PS",1,563,0.49
640973130,"Beggiatoa sp. PS contig25265: NZ_ABBZ01003333",640963011,"Beggiatoa sp. PS",0,562,0.36
640973131,"Beggiatoa sp. PS contig22919: NZ_ABBZ01003334",640963011,"Beggiatoa sp. PS",0,562,0.39
640973132,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003335",640963011,"Beggiatoa sp. PS",1,562,0.41
640973133,"Beggiatoa sp. PS contig08319: NZ_ABBZ01003336",640963011,"Beggiatoa sp. PS",0,562,0.38
640973134,"Beggiatoa sp. PS contig00161: NZ_ABBZ01003337",640963011,"Beggiatoa sp. PS",0,562,0.4
640973135,"Beggiatoa sp. PS contig25004: NZ_ABBZ01003338",640963011,"Beggiatoa sp. PS",0,561,0.44
640973136,"Beggiatoa sp. PS contig21343: NZ_ABBZ01003339",640963011,"Beggiatoa sp. PS",0,561,0.38
640973137,"Beggiatoa sp. PS contig23233: NZ_ABBZ01003340",640963011,"Beggiatoa sp. PS",0,561,0.38
640973138,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003341",640963011,"Beggiatoa sp. PS",1,561,0.37
640973139,"Beggiatoa sp. PS contig25213: NZ_ABBZ01003342",640963011,"Beggiatoa sp. PS",0,560,0.41
640973140,"Beggiatoa sp. PS contig20905: NZ_ABBZ01003343",640963011,"Beggiatoa sp. PS",0,560,0.39
640973141,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003344",640963011,"Beggiatoa sp. PS",1,560,0.43
640973142,"Beggiatoa sp. PS contig23574: NZ_ABBZ01003345",640963011,"Beggiatoa sp. PS",0,559,0.37
640973143,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003346",640963011,"Beggiatoa sp. PS",1,559,0.4
640973144,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003347",640963011,"Beggiatoa sp. PS",1,558,0.35
640973145,"Beggiatoa sp. PS contig24468: NZ_ABBZ01003348",640963011,"Beggiatoa sp. PS",0,558,0.41
640973146,"Beggiatoa sp. PS contig23723: NZ_ABBZ01003349",640963011,"Beggiatoa sp. PS",0,558,0.35
640973147,"Beggiatoa sp. PS contig15375: NZ_ABBZ01003350",640963011,"Beggiatoa sp. PS",0,558,0.36
640973148,"Beggiatoa sp. PS contig00811: NZ_ABBZ01003351",640963011,"Beggiatoa sp. PS",0,557,0.33
640973149,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003352",640963011,"Beggiatoa sp. PS",1,557,0.32
640973150,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003353",640963011,"Beggiatoa sp. PS",1,557,0.34
640973151,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003354",640963011,"Beggiatoa sp. PS",1,556,0.35
640973152,"Beggiatoa sp. PS contig23396: NZ_ABBZ01003355",640963011,"Beggiatoa sp. PS",0,556,0.38
640973153,"Beggiatoa sp. PS contig02840: NZ_ABBZ01003356",640963011,"Beggiatoa sp. PS",0,556,0.42
640973154,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003357",640963011,"Beggiatoa sp. PS",1,556,0.38
640973155,"Beggiatoa sp. PS contig20551: NZ_ABBZ01003358",640963011,"Beggiatoa sp. PS",0,556,0.45
640973156,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003359",640963011,"Beggiatoa sp. PS",2,555,0.38
640973157,"Beggiatoa sp. PS contig20975: NZ_ABBZ01003360",640963011,"Beggiatoa sp. PS",0,555,0.4
640973158,"Beggiatoa sp. PS contig22420: NZ_ABBZ01003361",640963011,"Beggiatoa sp. PS",0,554,0.32
640973159,"Beggiatoa sp. PS contig21729: NZ_ABBZ01003362",640963011,"Beggiatoa sp. PS",0,554,0.44
640973160,"Beggiatoa sp. PS contig13522: NZ_ABBZ01003363",640963011,"Beggiatoa sp. PS",0,554,0.46
640973161,"Beggiatoa sp. PS contig08817: NZ_ABBZ01003364",640963011,"Beggiatoa sp. PS",0,554,0.49
640973162,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003365",640963011,"Beggiatoa sp. PS",1,553,0.41
640973163,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003366",640963011,"Beggiatoa sp. PS",1,553,0.36
640973164,"Beggiatoa sp. PS contig23468: NZ_ABBZ01003367",640963011,"Beggiatoa sp. PS",0,553,0.53
640973165,"Beggiatoa sp. PS contig08192: NZ_ABBZ01003368",640963011,"Beggiatoa sp. PS",0,553,0.35
640973166,"Beggiatoa sp. PS contig23282: NZ_ABBZ01003369",640963011,"Beggiatoa sp. PS",0,552,0.4
640973167,"Beggiatoa sp. PS contig20986: NZ_ABBZ01003370",640963011,"Beggiatoa sp. PS",0,551,0.44
640973168,"Beggiatoa sp. PS contig20958: NZ_ABBZ01003371",640963011,"Beggiatoa sp. PS",0,551,0.38
640973169,"Beggiatoa sp. PS contig00611: NZ_ABBZ01003372",640963011,"Beggiatoa sp. PS",0,551,0.41
640973170,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003373",640963011,"Beggiatoa sp. PS",1,550,0.36
640973171,"Beggiatoa sp. PS contig00523: NZ_ABBZ01003374",640963011,"Beggiatoa sp. PS",0,550,0.41
640973172,"Beggiatoa sp. PS contig00370: NZ_ABBZ01003375",640963011,"Beggiatoa sp. PS",0,550,0.39
640973173,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003376",640963011,"Beggiatoa sp. PS",1,548,0.37
640973174,"Beggiatoa sp. PS contig22741: NZ_ABBZ01003377",640963011,"Beggiatoa sp. PS",0,548,0.42
640973175,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003378",640963011,"Beggiatoa sp. PS",1,548,0.39
640973176,"Beggiatoa sp. PS contig01734: NZ_ABBZ01003379",640963011,"Beggiatoa sp. PS",0,548,0.35
640973177,"Beggiatoa sp. PS contig23514: NZ_ABBZ01003380",640963011,"Beggiatoa sp. PS",0,547,0.32
640973178,"Beggiatoa sp. PS contig22885: NZ_ABBZ01003381",640963011,"Beggiatoa sp. PS",0,547,0.35
640973179,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01003382",640963011,"Beggiatoa sp. PS",1,547,0.32
640973180,"Beggiatoa sp. PS contig21208: NZ_ABBZ01003383",640963011,"Beggiatoa sp. PS",0,547,0.28
